age,weight_kg,height_cm,bmi,goal,goal_enc,difficulty,diff_enc,category,exercise
55,83.7,198.0,21.3,Maintain Weight,2,Advanced,2,Chest,Cable Fly
55,83.7,198.0,21.3,Maintain Weight,2,Advanced,2,Chest,Dips
55,83.7,198.0,21.3,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
55,83.7,198.0,21.3,Maintain Weight,2,Advanced,2,Legs,Squat
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Chest,Cable Fly
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Chest,Bench Press
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Back,Lat Pulldown
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Back,Seated Cable Row
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Legs,Calf Raises
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Legs,Lunges
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Shoulders,Lateral Raise
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Shoulders,Front Raise
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Arms,Bicep Curl
48,101.7,196.5,26.3,Muscle Gain,1,Intermediate,1,Arms,Skull Crushers
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Cardio,Cycling
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Cardio,Jump Rope
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Core,Leg Raises
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Core,Plank
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Chest,Push Up
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Chest,Cable Fly
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Legs,Squat
60,60.8,199.8,15.2,Maintain Weight,2,Beginner,0,Legs,Calf Raises
47,83.1,164.8,30.6,Weight Loss,0,Beginner,0,Cardio,Jump Rope
47,83.1,164.8,30.6,Weight Loss,0,Beginner,0,Cardio,Burpees
47,83.1,164.8,30.6,Weight Loss,0,Beginner,0,Core,Russian Twist
47,83.1,164.8,30.6,Weight Loss,0,Beginner,0,Core,Crunches
47,83.1,164.8,30.6,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
47,83.1,164.8,30.6,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Chest,Incline Dumbbell Press
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Chest,Cable Fly
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Back,Bent Over Row
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Back,Seated Cable Row
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Legs,Leg Press
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Legs,Squat
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Shoulders,Lateral Raise
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Shoulders,Arnold Press
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Arms,Hammer Curl
28,75.7,181.5,23.0,Muscle Gain,1,Beginner,0,Arms,Tricep Pushdown
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Cardio,Burpees
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Core,Leg Raises
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Chest,Incline Dumbbell Press
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Chest,Dips
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Legs,Squat
26,79.4,169.1,27.8,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
24,117.6,166.1,42.6,Weight Loss,0,Advanced,2,Cardio,Burpees
24,117.6,166.1,42.6,Weight Loss,0,Advanced,2,Cardio,Box Jumps
24,117.6,166.1,42.6,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
24,117.6,166.1,42.6,Weight Loss,0,Advanced,2,Core,Leg Raises
24,117.6,166.1,42.6,Weight Loss,0,Advanced,2,Full Body,Clean and Press
24,117.6,166.1,42.6,Weight Loss,0,Advanced,2,Full Body,Thruster
38,97.1,199.4,24.4,Weight Loss,0,Beginner,0,Cardio,Running
38,97.1,199.4,24.4,Weight Loss,0,Beginner,0,Cardio,Cycling
38,97.1,199.4,24.4,Weight Loss,0,Beginner,0,Core,Leg Raises
38,97.1,199.4,24.4,Weight Loss,0,Beginner,0,Core,Plank
38,97.1,199.4,24.4,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
38,97.1,199.4,24.4,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Chest,Cable Fly
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Chest,Dips
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Back,Pull Up
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Back,Deadlift
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Legs,Squat
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Legs,Leg Press
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Shoulders,Face Pull
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Shoulders,Overhead Press
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Arms,Tricep Pushdown
20,59.6,198.8,15.1,Muscle Gain,1,Intermediate,1,Arms,Skull Crushers
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Chest,Cable Fly
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Chest,Bench Press
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Back,Bent Over Row
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Back,Seated Cable Row
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Legs,Leg Press
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Legs,Calf Raises
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Shoulders,Overhead Press
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Shoulders,Front Raise
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Arms,Skull Crushers
59,99.9,190.4,27.6,Muscle Gain,1,Beginner,0,Arms,Hammer Curl
34,76.4,186.3,22.0,Weight Loss,0,Advanced,2,Cardio,Burpees
34,76.4,186.3,22.0,Weight Loss,0,Advanced,2,Cardio,Box Jumps
34,76.4,186.3,22.0,Weight Loss,0,Advanced,2,Core,Leg Raises
34,76.4,186.3,22.0,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
34,76.4,186.3,22.0,Weight Loss,0,Advanced,2,Full Body,Clean and Press
34,76.4,186.3,22.0,Weight Loss,0,Advanced,2,Full Body,Thruster
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Chest,Cable Fly
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Chest,Bench Press
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Back,Seated Cable Row
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Legs,Romanian Deadlift
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Legs,Lunges
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Shoulders,Lateral Raise
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Shoulders,Face Pull
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Arms,Tricep Pushdown
53,70.0,160.7,27.1,Muscle Gain,1,Beginner,0,Arms,Skull Crushers
42,109.3,163.6,40.8,Weight Loss,0,Advanced,2,Cardio,Box Jumps
42,109.3,163.6,40.8,Weight Loss,0,Advanced,2,Cardio,Burpees
42,109.3,163.6,40.8,Weight Loss,0,Advanced,2,Core,Russian Twist
42,109.3,163.6,40.8,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
42,109.3,163.6,40.8,Weight Loss,0,Advanced,2,Full Body,Thruster
42,109.3,163.6,40.8,Weight Loss,0,Advanced,2,Full Body,Battle Ropes
52,73.3,184.7,21.5,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
52,73.3,184.7,21.5,Weight Loss,0,Intermediate,1,Cardio,Running
52,73.3,184.7,21.5,Weight Loss,0,Intermediate,1,Core,Crunches
52,73.3,184.7,21.5,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
52,73.3,184.7,21.5,Weight Loss,0,Intermediate,1,Full Body,Thruster
52,73.3,184.7,21.5,Weight Loss,0,Intermediate,1,Full Body,Kettlebell Swing
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Cardio,Cycling
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Cardio,Burpees
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Core,Plank
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Core,Crunches
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Chest,Cable Fly
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Chest,Bench Press
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Legs,Squat
52,78.3,197.7,20.0,Maintain Weight,2,Beginner,0,Legs,Lunges
59,53.1,156.7,21.6,Weight Loss,0,Advanced,2,Cardio,Box Jumps
59,53.1,156.7,21.6,Weight Loss,0,Advanced,2,Cardio,Burpees
59,53.1,156.7,21.6,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
59,53.1,156.7,21.6,Weight Loss,0,Advanced,2,Core,Russian Twist
59,53.1,156.7,21.6,Weight Loss,0,Advanced,2,Full Body,Battle Ropes
59,53.1,156.7,21.6,Weight Loss,0,Advanced,2,Full Body,Thruster
54,80.7,162.4,30.6,Weight Loss,0,Beginner,0,Cardio,Jump Rope
54,80.7,162.4,30.6,Weight Loss,0,Beginner,0,Cardio,Burpees
54,80.7,162.4,30.6,Weight Loss,0,Beginner,0,Core,Crunches
54,80.7,162.4,30.6,Weight Loss,0,Beginner,0,Core,Russian Twist
54,80.7,162.4,30.6,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
54,80.7,162.4,30.6,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Chest,Bench Press
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Chest,Dips
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Back,Deadlift
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Back,Pull Up
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Legs,Squat
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
63,89.7,181.0,27.4,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
18,109.9,195.4,28.8,Weight Loss,0,Beginner,0,Cardio,Cycling
18,109.9,195.4,28.8,Weight Loss,0,Beginner,0,Cardio,Jump Rope
18,109.9,195.4,28.8,Weight Loss,0,Beginner,0,Core,Russian Twist
18,109.9,195.4,28.8,Weight Loss,0,Beginner,0,Core,Plank
18,109.9,195.4,28.8,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
18,109.9,195.4,28.8,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Chest,Dips
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Chest,Bench Press
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Back,Bent Over Row
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Back,Pull Up
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Legs,Squat
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
36,66.5,180.2,20.5,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
21,118.6,162.5,44.9,Weight Loss,0,Advanced,2,Cardio,Box Jumps
21,118.6,162.5,44.9,Weight Loss,0,Advanced,2,Cardio,Burpees
21,118.6,162.5,44.9,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
21,118.6,162.5,44.9,Weight Loss,0,Advanced,2,Core,Leg Raises
21,118.6,162.5,44.9,Weight Loss,0,Advanced,2,Full Body,Thruster
21,118.6,162.5,44.9,Weight Loss,0,Advanced,2,Full Body,Clean and Press
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Cardio,Running
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Cardio,Cycling
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Core,Russian Twist
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Core,Leg Raises
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Chest,Push Up
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Chest,Incline Dumbbell Press
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Legs,Lunges
33,81.8,155.6,33.8,Maintain Weight,2,Intermediate,1,Legs,Leg Press
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Chest,Cable Fly
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Back,Deadlift
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Back,Bent Over Row
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Legs,Squat
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
39,79.6,175.4,25.9,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
46,80.1,189.9,22.2,Weight Loss,0,Intermediate,1,Cardio,Running
46,80.1,189.9,22.2,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
46,80.1,189.9,22.2,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
46,80.1,189.9,22.2,Weight Loss,0,Intermediate,1,Core,Leg Raises
46,80.1,189.9,22.2,Weight Loss,0,Intermediate,1,Full Body,Thruster
46,80.1,189.9,22.2,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
25,74.9,157.8,30.1,Weight Loss,0,Beginner,0,Cardio,Jump Rope
25,74.9,157.8,30.1,Weight Loss,0,Beginner,0,Cardio,Cycling
25,74.9,157.8,30.1,Weight Loss,0,Beginner,0,Core,Plank
25,74.9,157.8,30.1,Weight Loss,0,Beginner,0,Core,Russian Twist
25,74.9,157.8,30.1,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
25,74.9,157.8,30.1,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Chest,Cable Fly
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Chest,Bench Press
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Back,Seated Cable Row
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Legs,Squat
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Legs,Lunges
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Shoulders,Arnold Press
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Shoulders,Face Pull
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Arms,Concentration Curl
32,54.0,156.2,22.1,Muscle Gain,1,Beginner,0,Arms,Bicep Curl
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Cardio,Cycling
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Cardio,Burpees
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Core,Leg Raises
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Core,Russian Twist
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Chest,Bench Press
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Chest,Push Up
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Legs,Romanian Deadlift
28,50.6,192.8,13.6,Maintain Weight,2,Intermediate,1,Legs,Leg Press
23,111.0,189.2,31.0,Weight Loss,0,Advanced,2,Cardio,Box Jumps
23,111.0,189.2,31.0,Weight Loss,0,Advanced,2,Cardio,Burpees
23,111.0,189.2,31.0,Weight Loss,0,Advanced,2,Core,Leg Raises
23,111.0,189.2,31.0,Weight Loss,0,Advanced,2,Core,Russian Twist
23,111.0,189.2,31.0,Weight Loss,0,Advanced,2,Full Body,Kettlebell Swing
23,111.0,189.2,31.0,Weight Loss,0,Advanced,2,Full Body,Clean and Press
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Cardio,Cycling
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Cardio,Running
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Core,Plank
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Core,Crunches
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Chest,Bench Press
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Chest,Incline Dumbbell Press
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Legs,Calf Raises
54,51.4,182.8,15.4,Maintain Weight,2,Beginner,0,Legs,Romanian Deadlift
47,110.4,159.6,43.3,Weight Loss,0,Beginner,0,Cardio,Running
47,110.4,159.6,43.3,Weight Loss,0,Beginner,0,Cardio,Burpees
47,110.4,159.6,43.3,Weight Loss,0,Beginner,0,Core,Plank
47,110.4,159.6,43.3,Weight Loss,0,Beginner,0,Core,Crunches
47,110.4,159.6,43.3,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
47,110.4,159.6,43.3,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Cardio,Box Jumps
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Cardio,Burpees
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Core,Ab Wheel Rollout
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Core,Leg Raises
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Chest,Dips
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Chest,Cable Fly
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Legs,Squat
34,62.0,174.1,20.5,Maintain Weight,2,Advanced,2,Legs,Romanian Deadlift
42,51.2,157.4,20.7,Weight Loss,0,Beginner,0,Cardio,Running
42,51.2,157.4,20.7,Weight Loss,0,Beginner,0,Cardio,Burpees
42,51.2,157.4,20.7,Weight Loss,0,Beginner,0,Core,Plank
42,51.2,157.4,20.7,Weight Loss,0,Beginner,0,Core,Leg Raises
42,51.2,157.4,20.7,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
42,51.2,157.4,20.7,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
19,106.1,177.3,33.8,Weight Loss,0,Advanced,2,Cardio,Burpees
19,106.1,177.3,33.8,Weight Loss,0,Advanced,2,Cardio,Box Jumps
19,106.1,177.3,33.8,Weight Loss,0,Advanced,2,Core,Leg Raises
19,106.1,177.3,33.8,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
19,106.1,177.3,33.8,Weight Loss,0,Advanced,2,Full Body,Battle Ropes
19,106.1,177.3,33.8,Weight Loss,0,Advanced,2,Full Body,Kettlebell Swing
59,102.2,183.2,30.5,Weight Loss,0,Beginner,0,Cardio,Running
59,102.2,183.2,30.5,Weight Loss,0,Beginner,0,Cardio,Burpees
59,102.2,183.2,30.5,Weight Loss,0,Beginner,0,Core,Crunches
59,102.2,183.2,30.5,Weight Loss,0,Beginner,0,Core,Russian Twist
59,102.2,183.2,30.5,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
59,102.2,183.2,30.5,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
55,104.3,176.3,33.6,Weight Loss,0,Intermediate,1,Cardio,Burpees
55,104.3,176.3,33.6,Weight Loss,0,Intermediate,1,Cardio,Jump Rope
55,104.3,176.3,33.6,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
55,104.3,176.3,33.6,Weight Loss,0,Intermediate,1,Core,Leg Raises
55,104.3,176.3,33.6,Weight Loss,0,Intermediate,1,Full Body,Mountain Climbers
55,104.3,176.3,33.6,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
63,68.2,192.4,18.4,Weight Loss,0,Beginner,0,Cardio,Burpees
63,68.2,192.4,18.4,Weight Loss,0,Beginner,0,Cardio,Cycling
63,68.2,192.4,18.4,Weight Loss,0,Beginner,0,Core,Crunches
63,68.2,192.4,18.4,Weight Loss,0,Beginner,0,Core,Plank
63,68.2,192.4,18.4,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
63,68.2,192.4,18.4,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Cardio,Cycling
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Cardio,Jump Rope
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Core,Plank
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Core,Russian Twist
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Chest,Incline Dumbbell Press
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Chest,Bench Press
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Legs,Leg Press
41,66.3,170.7,22.8,Maintain Weight,2,Beginner,0,Legs,Calf Raises
45,115.3,199.2,29.1,Weight Loss,0,Intermediate,1,Cardio,Cycling
45,115.3,199.2,29.1,Weight Loss,0,Intermediate,1,Cardio,Box Jumps
45,115.3,199.2,29.1,Weight Loss,0,Intermediate,1,Core,Ab Wheel Rollout
45,115.3,199.2,29.1,Weight Loss,0,Intermediate,1,Core,Leg Raises
45,115.3,199.2,29.1,Weight Loss,0,Intermediate,1,Full Body,Clean and Press
45,115.3,199.2,29.1,Weight Loss,0,Intermediate,1,Full Body,Kettlebell Swing
63,95.7,172.0,32.3,Weight Loss,0,Beginner,0,Cardio,Running
63,95.7,172.0,32.3,Weight Loss,0,Beginner,0,Cardio,Jump Rope
63,95.7,172.0,32.3,Weight Loss,0,Beginner,0,Core,Russian Twist
63,95.7,172.0,32.3,Weight Loss,0,Beginner,0,Core,Leg Raises
63,95.7,172.0,32.3,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
63,95.7,172.0,32.3,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Chest,Bench Press
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Back,Deadlift
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Back,Pull Up
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Legs,Squat
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Shoulders,Arnold Press
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Shoulders,Overhead Press
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Arms,Skull Crushers
39,84.1,182.7,25.2,Muscle Gain,1,Advanced,2,Arms,Concentration Curl
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Chest,Cable Fly
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Chest,Bench Press
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Back,Bent Over Row
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Back,Lat Pulldown
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Legs,Lunges
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Legs,Leg Press
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Shoulders,Front Raise
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Shoulders,Lateral Raise
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Arms,Skull Crushers
63,48.4,171.0,16.6,Muscle Gain,1,Beginner,0,Arms,Bicep Curl
22,112.6,159.1,44.5,Weight Loss,0,Advanced,2,Cardio,Burpees
22,112.6,159.1,44.5,Weight Loss,0,Advanced,2,Cardio,Box Jumps
22,112.6,159.1,44.5,Weight Loss,0,Advanced,2,Core,Leg Raises
22,112.6,159.1,44.5,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
22,112.6,159.1,44.5,Weight Loss,0,Advanced,2,Full Body,Clean and Press
22,112.6,159.1,44.5,Weight Loss,0,Advanced,2,Full Body,Battle Ropes
30,106.4,158.4,42.4,Weight Loss,0,Advanced,2,Cardio,Burpees
30,106.4,158.4,42.4,Weight Loss,0,Advanced,2,Cardio,Box Jumps
30,106.4,158.4,42.4,Weight Loss,0,Advanced,2,Core,Ab Wheel Rollout
30,106.4,158.4,42.4,Weight Loss,0,Advanced,2,Core,Leg Raises
30,106.4,158.4,42.4,Weight Loss,0,Advanced,2,Full Body,Thruster
30,106.4,158.4,42.4,Weight Loss,0,Advanced,2,Full Body,Clean and Press
33,97.0,193.3,26.0,Weight Loss,0,Beginner,0,Cardio,Jump Rope
33,97.0,193.3,26.0,Weight Loss,0,Beginner,0,Cardio,Running
33,97.0,193.3,26.0,Weight Loss,0,Beginner,0,Core,Leg Raises
33,97.0,193.3,26.0,Weight Loss,0,Beginner,0,Core,Crunches
33,97.0,193.3,26.0,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
33,97.0,193.3,26.0,Weight Loss,0,Beginner,0,Full Body,Mountain Climbers
55,117.6,177.3,37.4,Weight Loss,0,Beginner,0,Cardio,Jump Rope
55,117.6,177.3,37.4,Weight Loss,0,Beginner,0,Cardio,Burpees
55,117.6,177.3,37.4,Weight Loss,0,Beginner,0,Core,Leg Raises
55,117.6,177.3,37.4,Weight Loss,0,Beginner,0,Core,Russian Twist
55,117.6,177.3,37.4,Weight Loss,0,Beginner,0,Full Body,Kettlebell Swing
55,117.6,177.3,37.4,Weight Loss,0,Beginner,0,Full Body,Battle Ropes
20,109.0,191.2,29.8,Muscle Gain,1,Advanced,2,Chest,Dips
20,109.0,191.2,29.8,Muscle Gain,1,Advanced,2,Chest,Incline Dumbbell Press
20,109.0,191.2,29.8,Muscle Gain,1,Advanced,2,Back,Deadlift
20,109.0,191.2,29.8,Muscle Gain,1,Advanced,2,Back,Pull Up
20,109.0,191.2,29.8,Muscle Gain,1,Advanced,2,Legs,Romanian Deadlift
