goal,difficulty,age,weight_kg,height_cm,gender,activity_level,muscle_group,exercise_name,exercise_type,sets,reps,duration_sec,rest_sec,order_in_workout,met_value,estimated_calories
Maintain Weight,Intermediate,47,86,181,female,light,Cardio,Burpees,cardio,3,0,30,60,1,10.0,21.5
Maintain Weight,Intermediate,47,86,181,female,light,Core,Plank,strength,3,12,0,60,2,3.5,24.1
Maintain Weight,Intermediate,47,86,181,female,light,Chest,Push Up,strength,3,12,0,60,3,3.8,26.1
Maintain Weight,Intermediate,47,86,181,female,light,Legs,Leg Press,strength,3,12,0,60,4,5.0,34.4
Maintain Weight,Intermediate,47,86,181,female,light,Shoulders,Face Pull,strength,3,12,0,60,5,3.0,20.6
Maintain Weight,Beginner,47,67,191,female,light,Cardio,Mountain Climbers,cardio,2,0,24,48,1,8.0,7.1
Maintain Weight,Beginner,47,67,191,female,light,Core,Russian Twist,strength,2,9,0,48,2,3.5,11.3
Maintain Weight,Beginner,47,67,191,female,light,Chest,Cable Fly,strength,2,9,0,48,3,3.5,11.3
Maintain Weight,Beginner,47,67,191,female,light,Legs,Squat,strength,2,9,0,48,4,6.0,19.4
Maintain Weight,Beginner,47,67,191,female,light,Shoulders,Arnold Press,strength,2,9,0,48,5,4.0,13.0
Maintain Weight,Advanced,38,112,190,female,moderate,Cardio,Mountain Climbers,cardio,3,0,36,72,1,8.0,26.9
Maintain Weight,Advanced,38,112,190,female,moderate,Core,Leg Raises,strength,3,14,0,72,2,3.0,28.6
Maintain Weight,Advanced,38,112,190,female,moderate,Chest,Push Up,strength,3,14,0,72,3,3.8,36.2
Maintain Weight,Advanced,38,112,190,female,moderate,Legs,Squat,strength,3,14,0,72,4,6.0,57.1
Maintain Weight,Advanced,38,112,190,female,moderate,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,28.6
Muscle Gain,Intermediate,39,77,165,male,sedentary,Chest,Cable Fly,strength,4,8,0,90,1,3.5,34.1
Muscle Gain,Intermediate,39,77,165,male,sedentary,Back,Bent Over Row,strength,4,8,0,90,2,5.0,48.8
Muscle Gain,Intermediate,39,77,165,male,sedentary,Legs,Squat,strength,4,8,0,90,3,6.0,58.5
Muscle Gain,Intermediate,39,77,165,male,sedentary,Shoulders,Front Raise,strength,4,8,0,90,4,3.0,29.3
Muscle Gain,Intermediate,39,77,165,male,sedentary,Arms,Hammer Curl,strength,4,8,0,90,5,3.0,29.3
Muscle Gain,Advanced,41,71,164,female,light,Chest,Dips,strength,4,9,0,108,1,4.0,36.9
Muscle Gain,Advanced,41,71,164,female,light,Back,Deadlift,strength,4,9,0,108,2,6.0,55.4
Muscle Gain,Advanced,41,71,164,female,light,Legs,Lunges,strength,4,9,0,108,3,4.5,41.5
Muscle Gain,Advanced,41,71,164,female,light,Shoulders,Front Raise,strength,4,9,0,108,4,3.0,27.7
Muscle Gain,Advanced,41,71,164,female,light,Arms,Bicep Curl,strength,4,9,0,108,5,3.0,27.7
Muscle Gain,Advanced,50,84,181,male,very_active,Chest,Push Up,strength,4,9,0,108,1,3.8,41.5
Muscle Gain,Advanced,50,84,181,male,very_active,Back,Seated Cable Row,strength,4,9,0,108,2,3.5,38.2
Muscle Gain,Advanced,50,84,181,male,very_active,Legs,Calf Raises,strength,4,9,0,108,3,2.5,27.3
Muscle Gain,Advanced,50,84,181,male,very_active,Shoulders,Face Pull,strength,4,9,0,108,4,3.0,32.8
Muscle Gain,Advanced,50,84,181,male,very_active,Arms,Concentration Curl,strength,4,9,0,108,5,2.8,30.6
Muscle Gain,Beginner,30,89,162,male,sedentary,Chest,Cable Fly,strength,3,6,0,72,1,3.5,28.0
Muscle Gain,Beginner,30,89,162,male,sedentary,Back,Bent Over Row,strength,3,6,0,72,2,5.0,40.0
Muscle Gain,Beginner,30,89,162,male,sedentary,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,40.0
Muscle Gain,Beginner,30,89,162,male,sedentary,Shoulders,Front Raise,strength,3,6,0,72,4,3.0,24.0
Muscle Gain,Beginner,30,89,162,male,sedentary,Arms,Tricep Pushdown,strength,3,6,0,72,5,3.0,24.0
Maintain Weight,Intermediate,42,117,160,male,very_active,Cardio,Running,cardio,3,0,30,60,1,9.8,28.7
Maintain Weight,Intermediate,42,117,160,male,very_active,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,37.4
Maintain Weight,Intermediate,42,117,160,male,very_active,Chest,Incline Dumbbell Press,strength,3,12,0,60,3,4.5,42.1
Maintain Weight,Intermediate,42,117,160,male,very_active,Legs,Calf Raises,strength,3,12,0,60,4,2.5,23.4
Maintain Weight,Intermediate,42,117,160,male,very_active,Shoulders,Front Raise,strength,3,12,0,60,5,3.0,28.1
Weight Loss,Beginner,43,104,189,female,sedentary,Cardio,Battle Ropes,cardio,2,0,24,24,1,10.0,13.9
Weight Loss,Beginner,43,104,189,female,sedentary,Core,Leg Raises,strength,2,12,0,24,2,3.0,11.4
Weight Loss,Beginner,43,104,189,female,sedentary,Full Body,Thruster,cardio,2,0,24,24,3,9.5,13.2
Weight Loss,Beginner,43,104,189,female,sedentary,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,19.1
Maintain Weight,Intermediate,47,50,188,female,active,Cardio,Jump Rope,cardio,3,0,30,60,1,12.3,15.4
Maintain Weight,Intermediate,47,50,188,female,active,Core,Plank,strength,3,12,0,60,2,3.5,14.0
Maintain Weight,Intermediate,47,50,188,female,active,Chest,Push Up,strength,3,12,0,60,3,3.8,15.2
Maintain Weight,Intermediate,47,50,188,female,active,Legs,Calf Raises,strength,3,12,0,60,4,2.5,10.0
Maintain Weight,Intermediate,47,50,188,female,active,Shoulders,Face Pull,strength,3,12,0,60,5,3.0,12.0
Muscle Gain,Beginner,23,85,179,male,light,Chest,Incline Dumbbell Press,strength,3,6,0,72,1,4.5,34.4
Muscle Gain,Beginner,23,85,179,male,light,Back,Lat Pulldown,strength,3,6,0,72,2,3.5,26.8
Muscle Gain,Beginner,23,85,179,male,light,Legs,Leg Press,strength,3,6,0,72,3,5.0,38.2
Muscle Gain,Beginner,23,85,179,male,light,Shoulders,Arnold Press,strength,3,6,0,72,4,4.0,30.6
Muscle Gain,Beginner,23,85,179,male,light,Arms,Bicep Curl,strength,3,6,0,72,5,3.0,22.9
Muscle Gain,Intermediate,37,62,159,female,active,Chest,Incline Dumbbell Press,strength,4,8,0,90,1,4.5,35.3
Muscle Gain,Intermediate,37,62,159,female,active,Back,Pull Up,strength,4,8,0,90,2,5.0,39.3
Muscle Gain,Intermediate,37,62,159,female,active,Legs,Squat,strength,4,8,0,90,3,6.0,47.1
Muscle Gain,Intermediate,37,62,159,female,active,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,31.4
Muscle Gain,Intermediate,37,62,159,female,active,Arms,Bicep Curl,strength,4,8,0,90,5,3.0,23.6
Muscle Gain,Beginner,46,53,172,male,sedentary,Chest,Dips,strength,3,6,0,72,1,4.0,19.1
Muscle Gain,Beginner,46,53,172,male,sedentary,Back,Bent Over Row,strength,3,6,0,72,2,5.0,23.8
Muscle Gain,Beginner,46,53,172,male,sedentary,Legs,Squat,strength,3,6,0,72,3,6.0,28.6
Muscle Gain,Beginner,46,53,172,male,sedentary,Shoulders,Face Pull,strength,3,6,0,72,4,3.0,14.3
Muscle Gain,Beginner,46,53,172,male,sedentary,Arms,Concentration Curl,strength,3,6,0,72,5,2.8,13.4
Weight Loss,Advanced,54,108,190,male,active,Cardio,Kettlebell Swing,cardio,3,0,36,36,1,9.0,29.2
Weight Loss,Advanced,54,108,190,male,active,Core,Russian Twist,strength,3,18,0,36,2,3.5,26.5
Weight Loss,Advanced,54,108,190,male,active,Full Body,Thruster,cardio,3,0,36,36,3,9.5,30.8
Weight Loss,Advanced,54,108,190,male,active,Legs,Leg Press,strength,3,18,0,36,4,5.0,37.8
Muscle Gain,Beginner,44,107,156,female,sedentary,Chest,Cable Fly,strength,3,6,0,72,1,3.5,33.7
Muscle Gain,Beginner,44,107,156,female,sedentary,Back,Lat Pulldown,strength,3,6,0,72,2,3.5,33.7
Muscle Gain,Beginner,44,107,156,female,sedentary,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,48.1
Muscle Gain,Beginner,44,107,156,female,sedentary,Shoulders,Face Pull,strength,3,6,0,72,4,3.0,28.9
Muscle Gain,Beginner,44,107,156,female,sedentary,Arms,Concentration Curl,strength,3,6,0,72,5,2.8,27.0
Maintain Weight,Intermediate,34,55,173,male,moderate,Cardio,Running,cardio,3,0,30,60,1,9.8,13.5
Maintain Weight,Intermediate,34,55,173,male,moderate,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,17.6
Maintain Weight,Intermediate,34,55,173,male,moderate,Chest,Cable Fly,strength,3,12,0,60,3,3.5,15.4
Maintain Weight,Intermediate,34,55,173,male,moderate,Legs,Leg Press,strength,3,12,0,60,4,5.0,22.0
Maintain Weight,Intermediate,34,55,173,male,moderate,Shoulders,Overhead Press,strength,3,12,0,60,5,5.0,22.0
Weight Loss,Advanced,32,50,194,male,active,Cardio,Kettlebell Swing,cardio,3,0,36,36,1,9.0,13.5
Weight Loss,Advanced,32,50,194,male,active,Core,Crunches,strength,3,18,0,36,2,3.0,10.5
Weight Loss,Advanced,32,50,194,male,active,Full Body,Kettlebell Swing,cardio,3,0,36,36,3,9.0,13.5
Weight Loss,Advanced,32,50,194,male,active,Legs,Romanian Deadlift,strength,3,18,0,36,4,5.0,17.5
Muscle Gain,Intermediate,53,65,184,female,active,Chest,Push Up,strength,4,8,0,90,1,3.8,31.3
Muscle Gain,Intermediate,53,65,184,female,active,Back,Pull Up,strength,4,8,0,90,2,5.0,41.2
Muscle Gain,Intermediate,53,65,184,female,active,Legs,Lunges,strength,4,8,0,90,3,4.5,37.1
Muscle Gain,Intermediate,53,65,184,female,active,Shoulders,Lateral Raise,strength,4,8,0,90,4,3.0,24.7
Muscle Gain,Intermediate,53,65,184,female,active,Arms,Hammer Curl,strength,4,8,0,90,5,3.0,24.7
Weight Loss,Advanced,52,75,193,female,sedentary,Cardio,Mountain Climbers,cardio,3,0,36,36,1,8.0,18.0
Weight Loss,Advanced,52,75,193,female,sedentary,Core,Russian Twist,strength,3,18,0,36,2,3.5,18.4
Weight Loss,Advanced,52,75,193,female,sedentary,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,20.2
Weight Loss,Advanced,52,75,193,female,sedentary,Legs,Calf Raises,strength,3,18,0,36,4,2.5,13.1
Weight Loss,Beginner,22,103,194,female,light,Cardio,Jump Rope,cardio,2,0,24,24,1,12.3,16.9
Weight Loss,Beginner,22,103,194,female,light,Core,Ab Wheel Rollout,strength,2,12,0,24,2,4.0,15.1
Weight Loss,Beginner,22,103,194,female,light,Full Body,Clean and Press,cardio,2,0,24,24,3,9.0,12.4
Weight Loss,Beginner,22,103,194,female,light,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,18.9
Muscle Gain,Intermediate,44,116,172,male,sedentary,Chest,Cable Fly,strength,4,8,0,90,1,3.5,51.4
Muscle Gain,Intermediate,44,116,172,male,sedentary,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,51.4
Muscle Gain,Intermediate,44,116,172,male,sedentary,Legs,Lunges,strength,4,8,0,90,3,4.5,66.1
Muscle Gain,Intermediate,44,116,172,male,sedentary,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,58.8
Muscle Gain,Intermediate,44,116,172,male,sedentary,Arms,Skull Crushers,strength,4,8,0,90,5,3.5,51.4
Weight Loss,Intermediate,47,90,174,male,very_active,Cardio,Mountain Climbers,cardio,3,0,30,30,1,8.0,18.0
Weight Loss,Intermediate,47,90,174,male,very_active,Core,Ab Wheel Rollout,strength,3,15,0,30,2,4.0,22.5
Weight Loss,Intermediate,47,90,174,male,very_active,Full Body,Burpees,cardio,3,0,30,30,3,10.0,22.5
Weight Loss,Intermediate,47,90,174,male,very_active,Legs,Calf Raises,strength,3,15,0,30,4,2.5,14.1
Maintain Weight,Intermediate,43,106,178,male,light,Cardio,Running,cardio,3,0,30,60,1,9.8,26.0
Maintain Weight,Intermediate,43,106,178,male,light,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,33.9
Maintain Weight,Intermediate,43,106,178,male,light,Chest,Dips,strength,3,12,0,60,3,4.0,33.9
Maintain Weight,Intermediate,43,106,178,male,light,Legs,Romanian Deadlift,strength,3,12,0,60,4,5.0,42.4
Maintain Weight,Intermediate,43,106,178,male,light,Shoulders,Lateral Raise,strength,3,12,0,60,5,3.0,25.4
Weight Loss,Beginner,23,79,183,male,moderate,Cardio,Burpees,cardio,2,0,24,24,1,10.0,10.5
Weight Loss,Beginner,23,79,183,male,moderate,Core,Russian Twist,strength,2,12,0,24,2,3.5,10.1
Weight Loss,Beginner,23,79,183,male,moderate,Full Body,Thruster,cardio,2,0,24,24,3,9.5,10.0
Weight Loss,Beginner,23,79,183,male,moderate,Legs,Romanian Deadlift,strength,2,12,0,24,4,5.0,14.5
Maintain Weight,Beginner,36,66,194,female,light,Cardio,Cycling,cardio,2,0,24,48,1,7.5,6.6
Maintain Weight,Beginner,36,66,194,female,light,Core,Russian Twist,strength,2,9,0,48,2,3.5,11.2
Maintain Weight,Beginner,36,66,194,female,light,Chest,Push Up,strength,2,9,0,48,3,3.8,12.1
Maintain Weight,Beginner,36,66,194,female,light,Legs,Calf Raises,strength,2,9,0,48,4,2.5,8.0
Maintain Weight,Beginner,36,66,194,female,light,Shoulders,Lateral Raise,strength,2,9,0,48,5,3.0,9.6
Muscle Gain,Beginner,44,66,180,male,moderate,Chest,Incline Dumbbell Press,strength,3,6,0,72,1,4.5,26.7
Muscle Gain,Beginner,44,66,180,male,moderate,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,20.8
Muscle Gain,Beginner,44,66,180,male,moderate,Legs,Squat,strength,3,6,0,72,3,6.0,35.6
Muscle Gain,Beginner,44,66,180,male,moderate,Shoulders,Face Pull,strength,3,6,0,72,4,3.0,17.8
Muscle Gain,Beginner,44,66,180,male,moderate,Arms,Tricep Pushdown,strength,3,6,0,72,5,3.0,17.8
Maintain Weight,Advanced,37,72,159,male,light,Cardio,Box Jumps,cardio,3,0,36,72,1,10.0,21.6
Maintain Weight,Advanced,37,72,159,male,light,Core,Russian Twist,strength,3,14,0,72,2,3.5,21.4
Maintain Weight,Advanced,37,72,159,male,light,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,27.5
Maintain Weight,Advanced,37,72,159,male,light,Legs,Lunges,strength,3,14,0,72,4,4.5,27.5
Maintain Weight,Advanced,37,72,159,male,light,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,18.4
Maintain Weight,Beginner,27,87,158,male,active,Cardio,Box Jumps,cardio,2,0,24,48,1,10.0,11.6
Maintain Weight,Beginner,27,87,158,male,active,Core,Russian Twist,strength,2,9,0,48,2,3.5,14.7
Maintain Weight,Beginner,27,87,158,male,active,Chest,Cable Fly,strength,2,9,0,48,3,3.5,14.7
Maintain Weight,Beginner,27,87,158,male,active,Legs,Romanian Deadlift,strength,2,9,0,48,4,5.0,21.0
Maintain Weight,Beginner,27,87,158,male,active,Shoulders,Face Pull,strength,2,9,0,48,5,3.0,12.6
Muscle Gain,Intermediate,37,110,195,male,moderate,Chest,Cable Fly,strength,4,8,0,90,1,3.5,48.8
Muscle Gain,Intermediate,37,110,195,male,moderate,Back,Pull Up,strength,4,8,0,90,2,5.0,69.7
Muscle Gain,Intermediate,37,110,195,male,moderate,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,69.7
Muscle Gain,Intermediate,37,110,195,male,moderate,Shoulders,Face Pull,strength,4,8,0,90,4,3.0,41.8
Muscle Gain,Intermediate,37,110,195,male,moderate,Arms,Tricep Pushdown,strength,4,8,0,90,5,3.0,41.8
Muscle Gain,Beginner,47,116,184,male,sedentary,Chest,Push Up,strength,3,6,0,72,1,3.8,39.7
Muscle Gain,Beginner,47,116,184,male,sedentary,Back,Deadlift,strength,3,6,0,72,2,6.0,62.6
Muscle Gain,Beginner,47,116,184,male,sedentary,Legs,Leg Press,strength,3,6,0,72,3,5.0,52.2
Muscle Gain,Beginner,47,116,184,male,sedentary,Shoulders,Front Raise,strength,3,6,0,72,4,3.0,31.3
Muscle Gain,Beginner,47,116,184,male,sedentary,Arms,Tricep Pushdown,strength,3,6,0,72,5,3.0,31.3
Maintain Weight,Advanced,22,60,177,male,moderate,Cardio,Box Jumps,cardio,3,0,36,72,1,10.0,18.0
Maintain Weight,Advanced,22,60,177,male,moderate,Core,Plank,strength,3,14,0,72,2,3.5,17.9
Maintain Weight,Advanced,22,60,177,male,moderate,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,23.0
Maintain Weight,Advanced,22,60,177,male,moderate,Legs,Squat,strength,3,14,0,72,4,6.0,30.6
Maintain Weight,Advanced,22,60,177,male,moderate,Shoulders,Lateral Raise,strength,3,14,0,72,5,3.0,15.3
Maintain Weight,Intermediate,47,91,198,female,light,Cardio,Box Jumps,cardio,3,0,30,60,1,10.0,22.8
Maintain Weight,Intermediate,47,91,198,female,light,Core,Plank,strength,3,12,0,60,2,3.5,25.5
Maintain Weight,Intermediate,47,91,198,female,light,Chest,Bench Press,strength,3,12,0,60,3,5.0,36.4
Maintain Weight,Intermediate,47,91,198,female,light,Legs,Leg Press,strength,3,12,0,60,4,5.0,36.4
Maintain Weight,Intermediate,47,91,198,female,light,Shoulders,Overhead Press,strength,3,12,0,60,5,5.0,36.4
Maintain Weight,Intermediate,27,77,168,male,light,Cardio,Jump Rope,cardio,3,0,30,60,1,12.3,23.7
Maintain Weight,Intermediate,27,77,168,male,light,Core,Plank,strength,3,12,0,60,2,3.5,21.6
Maintain Weight,Intermediate,27,77,168,male,light,Chest,Push Up,strength,3,12,0,60,3,3.8,23.4
Maintain Weight,Intermediate,27,77,168,male,light,Legs,Leg Press,strength,3,12,0,60,4,5.0,30.8
Maintain Weight,Intermediate,27,77,168,male,light,Shoulders,Lateral Raise,strength,3,12,0,60,5,3.0,18.5
Muscle Gain,Advanced,41,119,174,male,sedentary,Chest,Dips,strength,4,9,0,108,1,4.0,61.9
Muscle Gain,Advanced,41,119,174,male,sedentary,Back,Deadlift,strength,4,9,0,108,2,6.0,92.8
Muscle Gain,Advanced,41,119,174,male,sedentary,Legs,Squat,strength,4,9,0,108,3,6.0,92.8
Muscle Gain,Advanced,41,119,174,male,sedentary,Shoulders,Face Pull,strength,4,9,0,108,4,3.0,46.4
Muscle Gain,Advanced,41,119,174,male,sedentary,Arms,Tricep Pushdown,strength,4,9,0,108,5,3.0,46.4
Muscle Gain,Intermediate,53,64,159,male,moderate,Chest,Push Up,strength,4,8,0,90,1,3.8,30.8
Muscle Gain,Intermediate,53,64,159,male,moderate,Back,Deadlift,strength,4,8,0,90,2,6.0,48.6
Muscle Gain,Intermediate,53,64,159,male,moderate,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,40.5
Muscle Gain,Intermediate,53,64,159,male,moderate,Shoulders,Arnold Press,strength,4,8,0,90,4,4.0,32.4
Muscle Gain,Intermediate,53,64,159,male,moderate,Arms,Hammer Curl,strength,4,8,0,90,5,3.0,24.3
Maintain Weight,Advanced,49,85,175,female,light,Cardio,Jump Rope,cardio,3,0,36,72,1,12.3,31.4
Maintain Weight,Advanced,49,85,175,female,light,Core,Plank,strength,3,14,0,72,2,3.5,25.3
Maintain Weight,Advanced,49,85,175,female,light,Chest,Cable Fly,strength,3,14,0,72,3,3.5,25.3
Maintain Weight,Advanced,49,85,175,female,light,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,36.1
Maintain Weight,Advanced,49,85,175,female,light,Shoulders,Front Raise,strength,3,14,0,72,5,3.0,21.7
Maintain Weight,Advanced,31,90,166,male,light,Cardio,Burpees,cardio,3,0,36,72,1,10.0,27.0
Maintain Weight,Advanced,31,90,166,male,light,Core,Crunches,strength,3,14,0,72,2,3.0,23.0
Maintain Weight,Advanced,31,90,166,male,light,Chest,Cable Fly,strength,3,14,0,72,3,3.5,26.8
Maintain Weight,Advanced,31,90,166,male,light,Legs,Lunges,strength,3,14,0,72,4,4.5,34.4
Maintain Weight,Advanced,31,90,166,male,light,Shoulders,Overhead Press,strength,3,14,0,72,5,5.0,38.2
Muscle Gain,Beginner,18,80,176,female,active,Chest,Incline Dumbbell Press,strength,3,6,0,72,1,4.5,32.4
Muscle Gain,Beginner,18,80,176,female,active,Back,Lat Pulldown,strength,3,6,0,72,2,3.5,25.2
Muscle Gain,Beginner,18,80,176,female,active,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,36.0
Muscle Gain,Beginner,18,80,176,female,active,Shoulders,Lateral Raise,strength,3,6,0,72,4,3.0,21.6
Muscle Gain,Beginner,18,80,176,female,active,Arms,Skull Crushers,strength,3,6,0,72,5,3.5,25.2
Maintain Weight,Advanced,18,51,198,male,light,Cardio,Running,cardio,3,0,36,72,1,9.8,15.0
Maintain Weight,Advanced,18,51,198,male,light,Core,Plank,strength,3,14,0,72,2,3.5,15.2
Maintain Weight,Advanced,18,51,198,male,light,Chest,Incline Dumbbell Press,strength,3,14,0,72,3,4.5,19.5
Maintain Weight,Advanced,18,51,198,male,light,Legs,Romanian Deadlift,strength,3,14,0,72,4,5.0,21.7
Maintain Weight,Advanced,18,51,198,male,light,Shoulders,Front Raise,strength,3,14,0,72,5,3.0,13.0
Maintain Weight,Intermediate,34,119,169,female,sedentary,Cardio,Jump Rope,cardio,3,0,30,60,1,12.3,36.6
Maintain Weight,Intermediate,34,119,169,female,sedentary,Core,Ab Wheel Rollout,strength,3,12,0,60,2,4.0,38.1
Maintain Weight,Intermediate,34,119,169,female,sedentary,Chest,Dips,strength,3,12,0,60,3,4.0,38.1
Maintain Weight,Intermediate,34,119,169,female,sedentary,Legs,Calf Raises,strength,3,12,0,60,4,2.5,23.8
Maintain Weight,Intermediate,34,119,169,female,sedentary,Shoulders,Arnold Press,strength,3,12,0,60,5,4.0,38.1
Muscle Gain,Intermediate,21,61,164,female,light,Chest,Dips,strength,4,8,0,90,1,4.0,30.9
Muscle Gain,Intermediate,21,61,164,female,light,Back,Seated Cable Row,strength,4,8,0,90,2,3.5,27.0
Muscle Gain,Intermediate,21,61,164,female,light,Legs,Romanian Deadlift,strength,4,8,0,90,3,5.0,38.6
Muscle Gain,Intermediate,21,61,164,female,light,Shoulders,Overhead Press,strength,4,8,0,90,4,5.0,38.6
Muscle Gain,Intermediate,21,61,164,female,light,Arms,Tricep Pushdown,strength,4,8,0,90,5,3.0,23.2
Maintain Weight,Advanced,41,53,195,female,very_active,Cardio,Cycling,cardio,3,0,36,72,1,7.5,11.9
Maintain Weight,Advanced,41,53,195,female,very_active,Core,Crunches,strength,3,14,0,72,2,3.0,13.5
Maintain Weight,Advanced,41,53,195,female,very_active,Chest,Push Up,strength,3,14,0,72,3,3.8,17.1
Maintain Weight,Advanced,41,53,195,female,very_active,Legs,Leg Press,strength,3,14,0,72,4,5.0,22.5
Maintain Weight,Advanced,41,53,195,female,very_active,Shoulders,Overhead Press,strength,3,14,0,72,5,5.0,22.5
Muscle Gain,Beginner,18,103,170,female,very_active,Chest,Push Up,strength,3,6,0,72,1,3.8,35.2
Muscle Gain,Beginner,18,103,170,female,very_active,Back,Seated Cable Row,strength,3,6,0,72,2,3.5,32.4
Muscle Gain,Beginner,18,103,170,female,very_active,Legs,Romanian Deadlift,strength,3,6,0,72,3,5.0,46.4
Muscle Gain,Beginner,18,103,170,female,very_active,Shoulders,Front Raise,strength,3,6,0,72,4,3.0,27.8
Muscle Gain,Beginner,18,103,170,female,very_active,Arms,Skull Crushers,strength,3,6,0,72,5,3.5,32.4
Weight Loss,Advanced,30,117,179,female,sedentary,Cardio,Box Jumps,cardio,3,0,36,36,1,10.0,35.1
Weight Loss,Advanced,30,117,179,female,sedentary,Core,Ab Wheel Rollout,strength,3,18,0,36,2,4.0,32.8
Weight Loss,Advanced,30,117,179,female,sedentary,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,31.6
Weight Loss,Advanced,30,117,179,female,sedentary,Legs,Calf Raises,strength,3,18,0,36,4,2.5,20.5
Maintain Weight,Beginner,32,60,188,male,sedentary,Cardio,Jump Rope,cardio,2,0,24,48,1,12.3,9.8
Maintain Weight,Beginner,32,60,188,male,sedentary,Core,Leg Raises,strength,2,9,0,48,2,3.0,8.7
Maintain Weight,Beginner,32,60,188,male,sedentary,Chest,Push Up,strength,2,9,0,48,3,3.8,11.0
Maintain Weight,Beginner,32,60,188,male,sedentary,Legs,Calf Raises,strength,2,9,0,48,4,2.5,7.2
Maintain Weight,Beginner,32,60,188,male,sedentary,Shoulders,Overhead Press,strength,2,9,0,48,5,5.0,14.5
Weight Loss,Advanced,34,111,155,male,very_active,Cardio,Burpees,cardio,3,0,36,36,1,10.0,33.3
Weight Loss,Advanced,34,111,155,male,very_active,Core,Crunches,strength,3,18,0,36,2,3.0,23.3
Weight Loss,Advanced,34,111,155,male,very_active,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,30.0
Weight Loss,Advanced,34,111,155,male,very_active,Legs,Squat,strength,3,18,0,36,4,6.0,46.6
Weight Loss,Intermediate,43,106,171,female,active,Cardio,Running,cardio,3,0,30,30,1,9.8,26.0
Weight Loss,Intermediate,43,106,171,female,active,Core,Plank,strength,3,15,0,30,2,3.5,23.2
Weight Loss,Intermediate,43,106,171,female,active,Full Body,Burpees,cardio,3,0,30,30,3,10.0,26.5
Weight Loss,Intermediate,43,106,171,female,active,Legs,Calf Raises,strength,3,15,0,30,4,2.5,16.6
Weight Loss,Advanced,47,67,174,female,sedentary,Cardio,Cycling,cardio,3,0,36,36,1,7.5,15.1
Weight Loss,Advanced,47,67,174,female,sedentary,Core,Plank,strength,3,18,0,36,2,3.5,16.4
Weight Loss,Advanced,47,67,174,female,sedentary,Full Body,Clean and Press,cardio,3,0,36,36,3,9.0,18.1
Weight Loss,Advanced,47,67,174,female,sedentary,Legs,Calf Raises,strength,3,18,0,36,4,2.5,11.7
Maintain Weight,Beginner,30,72,168,male,light,Cardio,Cycling,cardio,2,0,24,48,1,7.5,7.2
Maintain Weight,Beginner,30,72,168,male,light,Core,Crunches,strength,2,9,0,48,2,3.0,10.4
Maintain Weight,Beginner,30,72,168,male,light,Chest,Cable Fly,strength,2,9,0,48,3,3.5,12.2
Maintain Weight,Beginner,30,72,168,male,light,Legs,Squat,strength,2,9,0,48,4,6.0,20.9
Maintain Weight,Beginner,30,72,168,male,light,Shoulders,Face Pull,strength,2,9,0,48,5,3.0,10.4
Weight Loss,Intermediate,35,52,167,male,light,Cardio,Box Jumps,cardio,3,0,30,30,1,10.0,13.0
Weight Loss,Intermediate,35,52,167,male,light,Core,Crunches,strength,3,15,0,30,2,3.0,9.8
Weight Loss,Intermediate,35,52,167,male,light,Full Body,Thruster,cardio,3,0,30,30,3,9.5,12.4
Weight Loss,Intermediate,35,52,167,male,light,Legs,Romanian Deadlift,strength,3,15,0,30,4,5.0,16.2
Maintain Weight,Beginner,22,57,188,female,sedentary,Cardio,Burpees,cardio,2,0,24,48,1,10.0,7.6
Maintain Weight,Beginner,22,57,188,female,sedentary,Core,Leg Raises,strength,2,9,0,48,2,3.0,8.3
Maintain Weight,Beginner,22,57,188,female,sedentary,Chest,Cable Fly,strength,2,9,0,48,3,3.5,9.6
Maintain Weight,Beginner,22,57,188,female,sedentary,Legs,Calf Raises,strength,2,9,0,48,4,2.5,6.9
Maintain Weight,Beginner,22,57,188,female,sedentary,Shoulders,Arnold Press,strength,2,9,0,48,5,4.0,11.0
Weight Loss,Advanced,35,115,196,male,active,Cardio,Jump Rope,cardio,3,0,36,36,1,12.3,42.4
